Problem Name	Difficulty	Intermediate Max Time	Advanced Max Time	Top of the Crop Max Time	Problem Pattern	Link
Count Number of Maximum Bitwise-OR Subsets	Medium	0	0	0	Backtracking	https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
N Queens	Hard	60	45	30	Backtracking	https://neetcode.io/problems/n-queens/question?list=allNC
N Queens II	Hard	75	52	38	Backtracking	https://neetcode.io/problems/n-queens-ii/question?list=allNC
Maximum Score Words Formed By Letters	Hard	0	0	0	Backtracking	https://leetcode.com/problems/maximum-score-words-formed-by-letters/
Word Break II	Hard	80	55	40	Backtracking	https://neetcode.io/problems/word-break-ii/question?list=allNC
Count Prefix and Suffix Pairs I	Easy	0	0	0	Tries	https://neetcode.io/problems/count-prefix-and-suffix-pairs-i/question?list=allNC
Implement Trie Prefix Tree	Medium	45	32	22	Tries	https://neetcode.io/problems/implement-prefix-tree/question?list=allNC
Design Add And Search Words Data Structure	Medium	50	35	25	Tries	https://neetcode.io/problems/design-word-search-data-structure/question?list=allNC
Counting Words With a Given Prefix	Easy	0	0	0	Tries	https://neetcode.io/problems/counting-words-with-a-given-prefix/question?list=allNC
Remove Sub-Folders from the Filesystem	Medium	0	0	0	Tries	https://neetcode.io/problems/remove-sub-folders-from-the-filesystem/question?list=allNC
Extra Characters in a String	Medium	45	32	24	Tries	https://neetcode.io/problems/extra-characters-in-a-string/question?list=allNC
Word Search II	Hard	75	55	40	Tries	https://neetcode.io/problems/search-for-word-ii/question?list=allNC
Sum of Prefix Scores of Strings	Hard	0	0	0	Tries	https://leetcode.com/problems/sum-of-prefix-scores-of-strings/
Count Prefix and Suffix Pairs II	Hard	0	0	0	Tries	https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
Design In-Memory File System	Hard	50	32	18	Tries	https://neetcode.io/problems/design-in-memory-file-system/question?list=allNC
Design Search Autocomplete System	Hard	55	38	22	Tries	https://neetcode.io/problems/design-search-autocomplete-system/question?list=allNC
Island Perimeter	Easy	20	12	8	Graphs	https://neetcode.io/problems/island-perimeter/question?list=allNC
Verifying An Alien Dictionary	Easy	22	14	9	Graphs	https://neetcode.io/problems/verifying-an-alien-dictionary/question?list=allNC
Find the Town Judge	Easy	20	12	8	Graphs	https://neetcode.io/problems/find-the-town-judge/question?list=allNC
Flood Fill	Easy	22	12	6	Graphs	https://neetcode.io/problems/flood-fill/question?list=allNC
Count Servers that Communicate	Medium	0	0	0	Graphs	https://neetcode.io/problems/count-servers-that-communicate/question?list=allNC
Find Champion II	Medium	0	0	0	Graphs	https://leetcode.com/problems/find-champion-ii/
Number of Islands	Medium	35	25	18	Graphs	https://neetcode.io/problems/count-number-of-islands/question?list=allNC
Max Area of Island	Medium	45	35	20	Graphs	https://neetcode.io/problems/max-area-of-island/question?list=allNC
Maximum Number of Fish in a Grid	Medium	0	0	0	Graphs	https://leetcode.com/problems/maximum-number-of-fish-in-a-grid/
Clone Graph	Medium	40	28	20	Graphs	https://neetcode.io/problems/clone-graph/question?list=allNC
Walls And Gates	Medium	45	35	20	Graphs	https://neetcode.io/problems/islands-and-treasure/question?list=allNC
Rotting Oranges	Medium	45	35	20	Graphs	https://neetcode.io/problems/rotting-fruit/question?list=allNC
Count Sub Islands	Medium	0	0	0	Graphs	https://leetcode.com/problems/count-sub-islands/
Pacific Atlantic Water Flow	Medium	55	40	30	Graphs	https://neetcode.io/problems/pacific-atlantic-water-flow/question?list=allNC
Surrounded Regions	Medium	45	35	20	Graphs	https://neetcode.io/problems/surrounded-regions/question?list=allNC
Reorder Routes to Make All Paths Lead to The City Zero	Medium	0	0	0	Graphs	https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/
Snakes And Ladders	Medium	0	0	0	Graphs	https://leetcode.com/problems/snakes-and-ladders/
Open The Lock	Medium	45	32	24	Graphs	https://neetcode.io/problems/open-the-lock/question?list=allNC
Find Eventual Safe States	Medium	0	0	0	Graphs	https://leetcode.com/problems/find-eventual-safe-states/
Course Schedule	Medium	45	32	22	Graphs	https://neetcode.io/problems/course-schedule/question?list=allNC
Course Schedule II	Medium	45	35	20	Graphs	https://neetcode.io/problems/course-schedule-ii/question?list=allNC
Graph Valid Tree	Medium	40	28	20	Graphs	https://neetcode.io/problems/valid-tree/question?list=allNC
Course Schedule IV	Medium	45	32	24	Graphs	https://neetcode.io/problems/course-schedule-iv/question?list=allNC
Check if Move Is Legal	Medium	0	0	0	Graphs	https://leetcode.com/problems/check-if-move-is-legal/
Shortest Bridge	Medium	45	30	18	Graphs	https://neetcode.io/problems/shortest-bridge/question?list=allNC
Shortest Path in Binary Matrix	Medium	35	20	12	Graphs	https://neetcode.io/problems/shortest-path-in-binary-matrix/question?list=allNC
Number of Connected Components In An Undirected Graph	Medium	35	25	18	Graphs	https://neetcode.io/problems/count-connected-components/question?list=allNC
Redundant Connection	Medium	45	35	20	Graphs	https://neetcode.io/problems/redundant-connection/question?list=allNC
Accounts Merge	Medium	50	35	26	Graphs	https://neetcode.io/problems/accounts-merge/question?list=allNC
Find Closest Node to Given Two Nodes	Medium	0	0	0	Graphs	https://leetcode.com/problems/find-closest-node-to-given-two-nodes/
As Far from Land as Possible	Medium	0	0	0	Graphs	https://leetcode.com/problems/as-far-from-land-as-possible/
Shortest Path with Alternating Colors	Medium	0	0	0	Graphs	https://leetcode.com/problems/shortest-path-with-alternating-colors/
Minimum Fuel Cost to Report to the Capital	Medium	0	0	0	Graphs	https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital/
Minimum Score of a Path Between Two Cities	Medium	0	0	0	Graphs	https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities/
Number of Closed Islands	Medium	0	0	0	Graphs	https://leetcode.com/problems/number-of-closed-islands/
Number of Enclaves	Medium	0	0	0	Graphs	https://neetcode.io/problems/number-of-enclaves/question?list=allNC
Number of Provinces	Medium	30	18	8	Graphs	https://neetcode.io/problems/number-of-provinces/question?list=allNC
Regions Cut By Slashes	Medium	0	0	0	Graphs	https://leetcode.com/problems/regions-cut-by-slashes/
Minimum Number of Vertices to Reach all Nodes	Medium	0	0	0	Graphs	https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/
Is Graph Bipartite?	Medium	0	0	0	Graphs	https://leetcode.com/problems/is-graph-bipartite/
Count the Number of Complete Components	Medium	0	0	0	Graphs	https://leetcode.com/problems/count-the-number-of-complete-components/
Evaluate Division	Medium	48	34	25	Graphs	https://neetcode.io/problems/evaluate-division/question?list=allNC
Detonate the Maximum Bombs	Medium	0	0	0	Graphs	https://leetcode.com/problems/detonate-the-maximum-bombs/
Find All Possible Recipes from Given Supplies	Medium	0	0	0	Graphs	https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/
Shortest Distance After Road Addition Queries I	Medium	0	0	0	Graphs	https://leetcode.com/problems/shortest-distance-after-road-addition-queries-i/
Minimum Height Trees	Medium	48	34	25	Graphs	https://neetcode.io/problems/minimum-height-trees/question?list=allNC
Path with Maximum Gold	Medium	0	0	0	Graphs	https://leetcode.com/problems/path-with-maximum-gold/
Most Profitable Path in a Tree	Medium	0	0	0	Graphs	https://leetcode.com/problems/most-profitable-path-in-a-tree/
Find the Celebrity	Medium	40	25	12	Graphs	https://neetcode.io/problems/find-the-celebrity/question?list=allNC
Kill Process	Medium	0	0	0	Graphs	https://neetcode.io/problems/kill-process/question?list=allNC
All Paths from Source Lead to Destination	Medium	0	0	0	Graphs	https://neetcode.io/problems/all-paths-from-source-lead-to-destination/question?list=allNC
Web Crawler	Medium	0	0	0	Graphs	https://neetcode.io/problems/web-crawler/question?list=allNC
Number of Distinct Islands	Medium	0	0	0	Graphs	https://neetcode.io/problems/number-of-distinct-islands/question?list=allNC
Parallel Courses	Medium	45	30	18	Graphs	https://neetcode.io/problems/parallel-courses/question?list=allNC
The Maze	Medium	40	25	15	Graphs	https://neetcode.io/problems/the-maze/question?list=allNC
The Maze II	Medium	55	30	18	Graphs	https://neetcode.io/problems/the-maze-ii/question?list=allNC
Minimum Knight Moves	Medium	0	0	0	Graphs	https://neetcode.io/problems/minimum-knight-moves/question?list=allNC
Maximum Number of Points From Grid Queries	Hard	0	0	0	Graphs	https://leetcode.com/problems/maximum-number-of-points-from-grid-queries/
Maximum Number of K-Divisible Components	Hard	0	0	0	Graphs	https://leetcode.com/problems/maximum-number-of-k-divisible-components/
Sliding Puzzle	Hard	0	0	0	Graphs	https://leetcode.com/problems/sliding-puzzle/
Largest Color Value in a Directed Graph	Hard	0	0	0	Graphs	https://leetcode.com/problems/largest-color-value-in-a-directed-graph/
Minimum Number of Days to Eat N Oranges	Hard	0	0	0	Graphs	https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/
Find All People With Secret	Hard	0	0	0	Graphs	https://leetcode.com/problems/find-all-people-with-secret/
Word Ladder	Hard	60	45	30	Graphs	https://neetcode.io/problems/word-ladder/question?list=allNC
Parallel Courses III	Hard	0	0	0	Graphs	https://leetcode.com/problems/parallel-courses-iii/
Number of Islands II	Hard	55	35	20	Graphs	https://neetcode.io/problems/number-of-islands-ii/question?list=allNC
The Maze III	Hard	0	0	0	Graphs	https://neetcode.io/problems/the-maze-iii/question?list=allNC
Shortest Distance from All Buildings	Hard	0	0	0	Graphs	https://neetcode.io/problems/shortest-distance-from-all-buildings/question?list=allNC
Path with Minimum Effort	Medium	50	35	26	Advanced Graphs	https://neetcode.io/problems/path-with-minimum-effort/question?list=allNC
Network Delay Time	Medium	45	35	20	Advanced Graphs	https://neetcode.io/problems/network-delay-time/question?list=allNC
Reconstruct Itinerary	Hard	60	45	30	Advanced Graphs	https://neetcode.io/problems/reconstruct-flight-path/question?list=allNC
Min Cost to Connect All Points	Medium	45	35	20	Advanced Graphs	https://neetcode.io/problems/min-cost-to-connect-points/question?list=allNC
Path with Maximum Probability	Medium	0	0	0	Advanced Graphs	https://neetcode.io/problems/path-with-maximum-probability/question?list=allNC
Find the Safest Path in a Grid	Medium	0	0	0	Advanced Graphs	https://leetcode.com/problems/find-the-safest-path-in-a-grid/
Swim In Rising Water	Hard	60	45	30	Advanced Graphs	https://neetcode.io/problems/swim-in-rising-water/question?list=allNC
Alien Dictionary	Hard	70	50	35	Advanced Graphs	https://neetcode.io/problems/foreign-dictionary/question?list=allNC
Trapping Rain Water II	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/trapping-rain-water-ii/
Minimum Obstacle Removal to Reach Corner	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/
Minimum Cost to Make at Least One Valid Path in a Grid	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/
Minimum Time to Visit a Cell In a Grid	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid/
Cheapest Flights Within K Stops	Medium	45	35	20	Advanced Graphs	https://neetcode.io/problems/cheapest-flight-path/question?list=allNC
Find the City With the Smallest Number of Neighbors at a Threshold Distance	Medium	0	0	0	Advanced Graphs	https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
Minimum Cost to Convert String I	Medium	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-cost-to-convert-string-i/
Number of Ways to Arrive at Destination	Medium	0	0	0	Advanced Graphs	https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/
Making A Large Island	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/making-a-large-island/
Minimum Cost Walk in Weighted Graph	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/
Number of Good Paths	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/number-of-good-paths/
Maximum Employees to Be Invited to a Meeting	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/
Remove Max Number of Edges to Keep Graph Fully Traversable	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/
Minimum Number of Days to Disconnect Island	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island/
Second Minimum Time to Reach Destination	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/second-minimum-time-to-reach-destination/
Find Minimum Diameter After Merging Two Trees	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/
Find Critical and Pseudo Critical Edges in Minimum Spanning Tree	Hard	85	60	45	Advanced Graphs	https://neetcode.io/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/question?list=allNC
Bus Routes	Hard	55	35	20	Advanced Graphs	https://neetcode.io/problems/bus-routes/question?list=allNC
Build a Matrix With Conditions	Hard	85	60	45	Advanced Graphs	https://neetcode.io/problems/build-a-matrix-with-conditions/question?list=allNC
Greatest Common Divisor Traversal	Hard	90	65	48	Advanced Graphs	https://neetcode.io/problems/greatest-common-divisor-traversal/question?list=allNC
Divide Nodes Into the Maximum Number of Groups	Hard	0	0	0	Advanced Graphs	https://leetcode.com/problems/divide-nodes-into-the-maximum-number-of-groups/
Climbing Stairs	Easy	20	12	8	1-D Dynamic Programming	https://neetcode.io/problems/climbing-stairs/question?list=allNC
Min Cost Climbing Stairs	Easy	30	20	10	1-D Dynamic Programming	https://neetcode.io/problems/min-cost-climbing-stairs/question?list=allNC
N-th Tribonacci Number	Easy	18	12	7	1-D Dynamic Programming	https://neetcode.io/problems/n-th-tribonacci-number/question?list=allNC
House Robber	Medium	30	20	12	1-D Dynamic Programming	https://neetcode.io/problems/house-robber/question?list=allNC
House Robber II	Medium	45	30	20	1-D Dynamic Programming	https://neetcode.io/problems/house-robber-ii/question?list=allNC
Longest Palindromic Substring	Medium	50	35	25	1-D Dynamic Programming	https://neetcode.io/problems/longest-palindromic-substring/question?list=allNC
Palindromic Substrings	Medium	45	32	22	1-D Dynamic Programming	https://neetcode.io/problems/palindromic-substrings/question?list=allNC
Decode Ways	Medium	50	35	25	1-D Dynamic Programming	https://neetcode.io/problems/decode-ways/question?list=allNC
Coin Change	Medium	40	28	18	1-D Dynamic Programming	https://neetcode.io/problems/coin-change/question?list=allNC
Maximum Product Subarray	Medium	50	35	25	1-D Dynamic Programming	https://neetcode.io/problems/maximum-product-subarray/question?list=allNC
Word Break	Medium	50	35	25	1-D Dynamic Programming	https://neetcode.io/problems/word-break/question?list=allNC
Longest Increasing Subsequence	Medium	50	35	25	1-D Dynamic Programming	https://neetcode.io/problems/longest-increasing-subsequence/question?list=allNC
Partition Equal Subset Sum	Medium	45	35	20	1-D Dynamic Programming	https://neetcode.io/problems/partition-equal-subset-sum/question?list=allNC
Triangle	Medium	0	0	0	1-D Dynamic Programming	https://neetcode.io/problems/triangle/question?list=allNC
Delete And Earn	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/delete-and-earn/
Paint House	Medium	35	20	10	1-D Dynamic Programming	https://neetcode.io/problems/paint-house/question?list=allNC
Filling Bookcase Shelves	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/filling-bookcase-shelves/
Combination Sum IV	Medium	48	34	25	1-D Dynamic Programming	https://neetcode.io/problems/combination-sum-iv/question?list=allNC
Perfect Squares	Medium	45	32	24	1-D Dynamic Programming	https://neetcode.io/problems/perfect-squares/question?list=allNC
Check if There is a Valid Partition For The Array	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/
Maximum Subarray Min Product	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/maximum-subarray-min-product/
Minimum Cost For Tickets	Medium	45	28	15	1-D Dynamic Programming	https://neetcode.io/problems/minimum-cost-for-tickets/question?list=allNC
Integer Break	Medium	42	30	22	1-D Dynamic Programming	https://neetcode.io/problems/integer-break/question?list=allNC
Number of Longest Increasing Subsequence	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/number-of-longest-increasing-subsequence/
Russian Doll Envelopes	Hard	0	0	0	1-D Dynamic Programming	https://neetcode.io/problems/russian-doll-envelopes/question?list=allNC
Stickers to Spell Word	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/stickers-to-spell-word/
Uncrossed Lines	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/uncrossed-lines/
Solving Questions With Brainpower	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/solving-questions-with-brainpower/
Count Ways to Build Good Strings	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/count-ways-to-build-good-strings/
Ugly Number II	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/ugly-number-ii/
New 21 Game	Medium	0	0	0	1-D Dynamic Programming	https://neetcode.io/problems/new-21-game/question?list=allNC
Best Team with no Conflicts	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/best-team-with-no-conflicts/
Longest String Chain	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/longest-string-chain/
Knight Dialer	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/knight-dialer/
Partition Array for Maximum Sum	Medium	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/partition-array-for-maximum-sum/
Largest Divisible Subset	Medium	50	32	18	1-D Dynamic Programming	https://neetcode.io/problems/largest-divisible-subset/question?list=allNC
Stone Game III	Hard	80	58	42	1-D Dynamic Programming	https://neetcode.io/problems/stone-game-iii/question?list=allNC
Concatenated Words	Hard	0	0	0	1-D Dynamic Programming	https://neetcode.io/problems/concatenated-words/question?list=allNC
Maximize Score after N Operations	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/maximize-score-after-n-operations/
Find the Longest Valid Obstacle Course at Each Position	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/find-the-longest-valid-obstacle-course-at-each-position/
Minimum Number of Removals to Make Mountain Array	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/
Count all Valid Pickup and Delivery Options	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/
Number of Ways to Divide a Long Corridor	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/
Maximum Sum of 3 Non-Overlapping Subarrays	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/
Maximum Profit in Job Scheduling	Hard	55	38	22	1-D Dynamic Programming	https://neetcode.io/problems/maximum-profit-in-job-scheduling/question?list=allNC
Student Attendance Record II	Hard	0	0	0	1-D Dynamic Programming	https://leetcode.com/problems/student-attendance-record-ii/
Unique Paths	Medium	35	22	15	2-D Dynamic Programming	https://neetcode.io/problems/count-paths/question?list=allNC
Unique Paths II	Medium	38	26	18	2-D Dynamic Programming	https://neetcode.io/problems/unique-paths-ii/question?list=allNC
Minimum Path Sum	Medium	38	26	18	2-D Dynamic Programming	https://neetcode.io/problems/minimum-path-sum/question?list=allNC
Maximum Number of Points with Cost	Medium	0	0	0	2-D Dynamic Programming	https://neetcode.io/problems/maximum-number-of-points-with-cost/question?list=allNC
Longest Common Subsequence	Medium	45	30	20	2-D Dynamic Programming	https://neetcode.io/problems/longest-common-subsequence/question?list=allNC
Longest Palindromic Subsequence	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/longest-palindromic-subsequence/
Length of Longest Fibonacci Subsequence	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
Last Stone Weight II	Medium	48	34	25	2-D Dynamic Programming	https://neetcode.io/problems/last-stone-weight-ii/question?list=allNC
Best Time to Buy And Sell Stock With Cooldown	Medium	45	35	20	2-D Dynamic Programming	https://neetcode.io/problems/buy-and-sell-crypto-with-cooldown/question?list=allNC
Coin Change II	Medium	45	35	20	2-D Dynamic Programming	https://neetcode.io/problems/coin-change-ii/question?list=allNC
Target Sum	Medium	45	35	20	2-D Dynamic Programming	https://neetcode.io/problems/target-sum/question?list=allNC
Interleaving String	Medium	45	35	20	2-D Dynamic Programming	https://neetcode.io/problems/interleaving-string/question?list=allNC
Stone Game	Medium	42	30	22	2-D Dynamic Programming	https://neetcode.io/problems/stone-game/question?list=allNC
Stone Game II	Medium	50	35	26	2-D Dynamic Programming	https://neetcode.io/problems/stone-game-ii/question?list=allNC
Longest Increasing Path In a Matrix	Hard	60	45	30	2-D Dynamic Programming	https://neetcode.io/problems/longest-increasing-path-in-matrix/question?list=allNC
Maximal Square	Medium	0	0	0	2-D Dynamic Programming	https://neetcode.io/problems/maximal-square/question?list=allNC
Count Square Submatrices with All Ones	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/count-square-submatrices-with-all-ones/
Ones and Zeroes	Medium	50	32	18	2-D Dynamic Programming	https://leetcode.com/problems/ones-and-zeroes/
2 Keys Keyboard	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/2-keys-keyboard/
Maximum Alternating Subsequence Sum	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/maximum-alternating-subsequence-sum/
Distinct Subsequences	Hard	60	45	30	2-D Dynamic Programming	https://neetcode.io/problems/count-subsequences/question?list=allNC
Edit Distance	Medium	60	45	30	2-D Dynamic Programming	https://neetcode.io/problems/edit-distance/question?list=allNC
Number of Dice Rolls with Target Sum	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
Minimum Falling Path Sum	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/minimum-falling-path-sum/
Out of Boundary Paths	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/out-of-boundary-paths/
Longest Ideal Subsequence	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/longest-ideal-subsequence/
Count Number of Teams	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/count-number-of-teams/
Shortest Common Supersequence	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/shortest-common-supersequence/
Count Vowels Permutation	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/count-vowels-permutation/
Burst Balloons	Hard	60	45	30	2-D Dynamic Programming	https://neetcode.io/problems/burst-balloons/question?list=allNC
Number of Ways to Rearrange Sticks With K Sticks Visible	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible/
Regular Expression Matching	Hard	60	45	30	2-D Dynamic Programming	https://neetcode.io/problems/regular-expression-matching/question?list=allNC
Flip String to Monotone Increasing	Medium	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/flip-string-to-monotone-increasing/
Maximum Value of K Coins from Piles	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/
Number of Music Playlists	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/number-of-music-playlists/
Number of Ways to Form a Target String Given a Dictionary	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/
Profitable Schemes	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/profitable-schemes/
Minimum Cost to Cut a Stick	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/minimum-cost-to-cut-a-stick/
Painting the Walls	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/painting-the-walls/
Number of Ways to Stay in the Same Place After Some Steps	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/
String Compression II	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/string-compression-ii/
Minimum Difficulty of a Job Schedule	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/
Arithmetic Slices II	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/arithmetic-slices-ii-subsequence/
K Inverse Pairs Array	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/k-inverse-pairs-array/
Cherry Pickup	Hard	75	45	25	2-D Dynamic Programming	https://neetcode.io/problems/cherry-pickup/question?list=allNC
Cherry Pickup II	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/cherry-pickup-ii/
Minimum Falling Path Sum II	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/minimum-falling-path-sum-ii/
Freedom Trail	Hard	0	0	0	2-D Dynamic Programming	https://leetcode.com/problems/freedom-trail/
Split Array With Same Average	Hard	0	0	0	2-D Dynamic Programming	https://neetcode.io/problems/split-array-with-same-average/question?list=allNC
Buy Two Chocolates	Easy	0	0	0	Greedy	https://neetcode.io/problems/buy-two-chocolates/question?list=allNC
Lemonade Change	Easy	18	12	7	Greedy	https://neetcode.io/problems/lemonade-change/question?list=allNC
Minimum Number of Moves to Seat Everyone	Easy	0	0	0	Greedy	https://neetcode.io/problems/minimum-number-of-moves-to-seat-everyone/question?list=allNC
Maximum Odd Binary Number	Easy	0	0	0	Greedy	https://neetcode.io/problems/maximum-odd-binary-number/question?list=allNC
Maximum Nesting Depth of the Parentheses	Easy	0	0	0	Greedy	https://neetcode.io/problems/maximum-nesting-depth-of-the-parentheses/question?list=allNC
Check if One String Swap Can Make Strings Equal	Easy	0	0	0	Greedy	https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/
Minimum Operations to Make Binary Array Elements Equal to One I	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/
Buildings With an Ocean View	Medium	0	0	0	Greedy	https://neetcode.io/problems/buildings-with-an-ocean-view/question?list=allNC
Minimum Length of String After Operations	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-length-of-string-after-operations/
Construct K Palindrome Strings	Medium	0	0	0	Greedy	https://leetcode.com/problems/construct-k-palindrome-strings/
Separate Black and White Balls	Medium	0	0	0	Greedy	https://leetcode.com/problems/separate-black-and-white-balls/
Minimum Increment to Make Array Unique	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-increment-to-make-array-unique/
Maximum Subarray	Medium	35	25	15	Greedy	https://neetcode.io/problems/maximum-subarray/question?list=allNC
Maximum Absolute Sum of Any Subarray	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/
Maximum Sum Circular Subarray	Medium	48	34	25	Greedy	https://neetcode.io/problems/maximum-sum-circular-subarray/question?list=allNC
Minimum Swaps to Group All 1's Together II	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/
Longest Turbulent Subarray	Medium	42	30	22	Greedy	https://neetcode.io/problems/longest-turbulent-subarray/question?list=allNC
Jump Game	Medium	35	25	18	Greedy	https://neetcode.io/problems/jump-game/question?list=allNC
Jump Game II	Medium	45	35	20	Greedy	https://neetcode.io/problems/jump-game-ii/question?list=allNC
Jump Game VII	Medium	50	35	26	Greedy	https://neetcode.io/problems/jump-game-vii/question?list=allNC
Gas Station	Medium	45	35	20	Greedy	https://neetcode.io/problems/gas-station/question?list=allNC
Hand of Straights	Medium	45	35	20	Greedy	https://neetcode.io/problems/hand-of-straights/question?list=allNC
Minimum Number of Changes to Make Binary String Beautiful	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful/
Minimize Maximum of Array	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimize-maximum-of-array/
