Problem Name	Difficulty	Intermediate Max Time	Advanced Max Time	Top of the Crop Max Time	Problem Pattern	Link
Score of a String	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/score-of-a-string/question?list=allNC
Concatenation of Array	Easy	15	10	5	Arrays & Hashing	https://neetcode.io/problems/concatenation-of-array/question?list=allNC
Contains Duplicate	Easy	15	10	5	Arrays & Hashing	https://neetcode.io/problems/duplicate-integer/question?list=allNC
Valid Anagram	Easy	18	10	6	Arrays & Hashing	https://neetcode.io/problems/is-anagram/question?list=allNC
Replace Elements With Greatest Element On Right Side	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/replace-elements-with-greatest-element-on-right-side/question?list=allNC
Is Subsequence	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/is-subsequence/question?list=allNC
Append Characters to String to Make Subsequence	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/
Length of Last Word	Easy	8	3	1	Arrays & Hashing	https://neetcode.io/problems/length-of-last-word/question?list=allNC
Valid Word Square	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/valid-word-square/question?list=allNC
Number of Senior Citizens	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-senior-citizens/
Two Sum	Easy	25	15	8	Arrays & Hashing	https://neetcode.io/problems/two-integer-sum/question?list=allNC
Max Consecutive Ones	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/max-consecutive-ones/question?list=allNC
Longest Common Prefix	Easy	20	12	8	Arrays & Hashing	https://neetcode.io/problems/longest-common-prefix/question?list=allNC
String Matching in an Array	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/string-matching-in-an-array/
Group Anagrams	Medium	40	28	18	Arrays & Hashing	https://neetcode.io/problems/anagram-groups/question?list=allNC
Group Shifted Strings	Medium	30	19	12	Arrays & Hashing	https://neetcode.io/problems/group-shifted-strings/question?list=allNC
Pascals Triangle	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/pascals-triangle/question?list=allNC
Remove Element	Easy	15	10	5	Arrays & Hashing	https://neetcode.io/problems/remove-element/question?list=allNC
Unique Email Addresses	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/unique-email-addresses/
Isomorphic Strings	Easy	25	15	7	Arrays & Hashing	https://neetcode.io/problems/isomorphic-strings/question?list=allNC
Can Place Flowers	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/can-place-flowers/
Majority Element	Easy	20	12	8	Arrays & Hashing	https://neetcode.io/problems/majority-element/question?list=allNC
Maximum Difference Between Even and Odd Frequency I	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/maximum-difference-between-even-and-odd-frequency-i/question?list=allNC
Next Greater Element I	Easy	22	12	6	Arrays & Hashing	https://neetcode.io/problems/next-greater-element-i/question?list=allNC
Longest Strictly Increasing or Strictly Decreasing Subarray	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/
Maximum Ascending Subarray Sum	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/maximum-ascending-subarray-sum/
Find Pivot Index	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-pivot-index/question?list=allNC
Kth Distinct String in an Array	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/kth-distinct-string-in-an-array/
Range Sum Query - Immutable	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/range-sum-query-immutable/
Find All Numbers Disappeared in An Array	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-all-numbers-disappeared-in-an-array/question?list=allNC
Find Missing and Repeated Values	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-missing-and-repeated-values/
Maximum Number of Balloons	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/maximum-number-of-balloons/
Word Pattern	Easy	22	12	6	Arrays & Hashing	https://leetcode.com/problems/word-pattern/
Design HashSet	Easy	25	15	10	Arrays & Hashing	https://neetcode.io/problems/design-hashset/question?list=allNC
Design HashMap	Easy	25	15	10	Arrays & Hashing	https://neetcode.io/problems/design-hashmap/question?list=allNC
Height Checker	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/height-checker/
Find Lucky Integer in an Array	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-lucky-integer-in-an-array/question?list=allNC
Special Array I	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/special-array-i/
Check if Array Is Sorted and Rotated	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
Monotonic Array	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/monotonic-array/
Divide Array Into Equal Pairs	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/divide-array-into-equal-pairs/
Number of Good Pairs	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-good-pairs/
Pascal's Triangle II	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/pascals-triangle-ii/
Find Words That Can Be Formed by Characters	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
Count the Number of Consistent Strings	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/count-the-number-of-consistent-strings/
Ransom Note	Easy	18	8	4	Arrays & Hashing	https://neetcode.io/problems/ransom-note/question?list=allNC
Largest 3-Same-Digit Number in String	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/largest-3-same-digit-number-in-string/question?list=allNC
Destination City	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/destination-city/
Maximum Product Difference Between Two	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/maximum-product-difference-between-two-pairs/
Circular Sentence	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/circular-sentence/
Maximum Score After Splitting a String	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/maximum-score-after-splitting-a-string/
Path Crossing	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/path-crossing/
Minimum Changes To Make Alternating Binary String	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/
Confusing Number	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/confusing-number/question?list=allNC
Find Anagram Mappings	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-anagram-mappings/question?list=allNC
Sentence Similarity	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/sentence-similarity/question?list=allNC
Largest Unique Number	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/largest-unique-number/question?list=allNC
Single-Row Keyboard	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/single-row-keyboard/question?list=allNC
Palindrome Permutation	Easy	18	10	5	Arrays & Hashing	https://neetcode.io/problems/palindrome-permutation/question?list=allNC
Counting Elements	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/counting-elements/question?list=allNC
Perform String Shifts	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/perform-string-shifts/question?list=allNC
Redistribute Characters to Make All Strings Equal	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal/
Longest Palindrome	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/longest-palindrome/
Largest Substring Between Two Equal Characters	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/largest-substring-between-two-equal-characters/
Set Mismatch	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/set-mismatch/
First Unique Character in a String	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/first-unique-character-in-a-string/question?list=allNC
Intersection of Two Arrays	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/intersection-of-two-arrays/question?list=allNC
Find Common Characters	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-common-characters/
Number of Students Unable to Eat Lunch	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/
Time Needed to Buy Tickets	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/time-needed-to-buy-tickets/
Special Array with X Elements Greater than or Equal X	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/
Count Vowel Strings in Ranges	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/count-vowel-strings-in-ranges/
Average Waiting Time	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/average-waiting-time/
Sort an Array	Medium	35	25	18	Arrays & Hashing	https://neetcode.io/problems/sort-an-array/question?list=allNC
Sort Colors	Medium	35	25	18	Arrays & Hashing	https://neetcode.io/problems/sort-colors/question?list=allNC
Relative Sort Array	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/relative-sort-array/
Sort the People	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sort-the-people/
Sort Array by Increasing Frequency	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/sort-array-by-increasing-frequency/question?list=allNC
Moving Average from Data Stream	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/moving-average-from-data-stream/question?list=allNC
Custom Sort String	Medium	25	12	5	Arrays & Hashing	https://neetcode.io/problems/custom-sort-string/question?list=allNC
Top K Frequent Elements	Medium	38	28	18	Arrays & Hashing	https://neetcode.io/problems/top-k-elements-in-list/question?list=allNC
Encode and Decode Strings	Medium	40	28	20	Arrays & Hashing	https://neetcode.io/problems/string-encode-and-decode/question?list=allNC
Maximum Distance in Arrays	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/maximum-distance-in-arrays/question?list=allNC
Lonely Pixel I	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/lonely-pixel-i/question?list=allNC
Sparse Matrix Multiplication	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/sparse-matrix-multiplication/question?list=allNC
Candy Crush	Medium	50	32	18	Arrays & Hashing	https://neetcode.io/problems/candy-crush/question?list=allNC
Range Sum Query 2D Immutable	Medium	35	25	18	Arrays & Hashing	https://neetcode.io/problems/range-sum-query-2d-immutable/question?list=allNC
Find Smallest Common Element in All Rows	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-smallest-common-element-in-all-rows/question?list=allNC
Analyze User Website Visit Pattern	Medium	55	30	21	Arrays & Hashing	https://neetcode.io/problems/analyze-user-website-visit-pattern/question?list=allNC
Product of Array Except Self	Medium	45	30	20	Arrays & Hashing	https://neetcode.io/problems/products-of-array-discluding-self/question?list=allNC
Minimum Number of Operations to Move All Balls to Each Box	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/
Valid Sudoku	Medium	45	35	20	Arrays & Hashing	https://neetcode.io/problems/valid-sudoku/question?list=allNC
Longest Consecutive Sequence	Medium	40	28	20	Arrays & Hashing	https://neetcode.io/problems/longest-consecutive-sequence/question?list=allNC
Encode and Decode TinyURL	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/encode-and-decode-tinyurl/
Brick Wall	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/brick-wall/
Best Time to Buy And Sell Stock II	Medium	30	20	15	Arrays & Hashing	https://neetcode.io/problems/best-time-to-buy-and-sell-stock-ii/question?list=allNC
Majority Element II	Medium	40	28	20	Arrays & Hashing	https://neetcode.io/problems/majority-element-ii/question?list=allNC
Minimum Index of a Valid Split	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/minimum-index-of-a-valid-split/
Subarray Sum Equals K	Medium	45	32	24	Arrays & Hashing	https://neetcode.io/problems/subarray-sum-equals-k/question?list=allNC
Subarray Sums Divisible by K	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/subarray-sums-divisible-by-k/
Make Sum Divisible by P	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/make-sum-divisible-by-p/
Unique Length 3 Palindromic Subsequences	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/unique-length-3-palindromic-subsequences/
Number of Sub-arrays With Odd Sum	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/
Minimum Number of Swaps to Make The String Balanced	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced/
One Edit Distance	Medium	35	23	13	Arrays & Hashing	https://neetcode.io/problems/one-edit-distance/question?list=allNC
Number of Pairs of Interchangeable Rectangles	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/
Maximum Product of The Length of Two Palindromic Subsequences	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/
Grid Game	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/grid-game/
Find All Anagrams in a String	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-all-anagrams-in-a-string/
Find The Index of The First Occurrence in a String	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-the-index-of-the-first-occurrence-in-a-string/question?list=allNC
Wiggle Sort	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/wiggle-sort/question?list=allNC
Largest Number	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/largest-number/question?list=allNC
Continuous Subarray Sum	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/continuous-subarray-sum/question?list=allNC
Push Dominoes	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/push-dominoes/
Repeated DNA Sequences	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/repeated-dna-sequences/
Insert Delete Get Random O(1)	Medium	25	14	8	Arrays & Hashing	https://neetcode.io/problems/insert-delete-getrandom-o1/question?list=allNC
Check if a String Contains all Binary Codes of Size K	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/
Non Decreasing Array	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/non-decreasing-array/
Number of Ways to Split Array	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-ways-to-split-array/
Sign of An Array	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sign-of-the-product-of-an-array/
Find the Difference of Two Arrays	Easy	0	0	0	Arrays & Hashing	https://neetcode.io/problems/find-the-difference-of-two-arrays/question?list=allNC
Uncommon Words from Two Sentences	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/uncommon-words-from-two-sentences/
Design Parking System	Easy	0	0	0	Arrays & Hashing	https://leetcode.com/problems/design-parking-system/
Shifting Letters II	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/shifting-letters-ii/
Reverse Words in a String II	Medium	25	14	10	Arrays & Hashing	https://neetcode.io/problems/reverse-words-in-a-string-ii/question?list=allNC
Shortest Way to Form String	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/shortest-way-to-form-string/question?list=allNC
Number of Zero-Filled Subarrays	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-zero-filled-subarrays/
Word Subsets	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/word-subsets/
Optimal Partition of String	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/optimal-partition-of-string/
Design Underground System	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/design-underground-system/
Minimum Penalty for a Shop	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/minimum-penalty-for-a-shop/
Champagne Tower	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/champagne-tower/
Sum of Absolute Differences in a Sorted Array	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/
Design a Food Rating System	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/design-a-food-rating-system/
Convert an Array Into a 2D Array With Conditions	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions/
Minimum Numbers of Operations to Make Array Empty	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/minimum-number-of-operations-to-make-array-empty/question?list=allNC
Divide Array Into Arrays With Max Difference	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/
Sequential Digits	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sequential-digits/
Sort Characters By Frequency	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sort-characters-by-frequency/
Sort the Jumbled Numbers	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/sort-the-jumbled-numbers/
Find Polygon with the Largest Perimeter	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/
Minimum Remove to Make Valid Parentheses	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/minimum-remove-to-make-valid-parentheses/question?list=allNC
Contiguous Array	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/contiguous-array/
Count Number of Bad Pairs	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/count-number-of-bad-pairs/
Find All Duplicates in an Array	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-all-duplicates-in-an-array/
Find the Length of the Longest Common Prefix	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
Count Unguarded Cells in the Grid	Medium	0	0	0	Arrays & Hashing	https://leetcode.com/problems/count-unguarded-cells-in-the-grid/
First Unique Number	Medium	32	20	11	Arrays & Hashing	https://neetcode.io/problems/first-unique-number/question?list=allNC
Design Tic-Tac-Toe	Medium	0	0	0	Arrays & Hashing	https://neetcode.io/problems/design-tic-tac-toe/question?list=allNC
Design Snake Game	Medium	35	28	19	Arrays & Hashing	https://neetcode.io/problems/design-snake-game/question?list=allNC
Text Justification	Hard	70	45	30	Arrays & Hashing	https://neetcode.io/problems/text-justification/question?list=allNC
Naming a Company	Hard	0	0	0	Arrays & Hashing	https://leetcode.com/problems/naming-a-company/
Number of Submatrices that Sum to Target	Hard	0	0	0	Arrays & Hashing	https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/
First Missing Positive	Hard	75	52	38	Arrays & Hashing	https://neetcode.io/problems/first-missing-positive/question?list=allNC
Shortest Palindrome	Hard	0	0	0	Arrays & Hashing	https://leetcode.com/problems/shortest-palindrome/
Reverse String	Easy	15	10	5	Two Pointers	https://neetcode.io/problems/reverse-string/question?list=allNC
Valid Palindrome	Easy	20	12	8	Two Pointers	https://neetcode.io/problems/is-palindrome/question?list=allNC
Valid Palindrome II	Easy	22	14	9	Two Pointers	https://neetcode.io/problems/valid-palindrome-ii/question?list=allNC
Valid Word Abbreviation	Easy	0	0	0	Two Pointers	https://neetcode.io/problems/valid-word-abbreviation/question?list=allNC
Merge Strings Alternately	Easy	18	12	7	Two Pointers	https://neetcode.io/problems/merge-strings-alternately/question?list=allNC
Merge Sorted Array	Easy	20	12	8	Two Pointers	https://neetcode.io/problems/merge-sorted-array/question?list=allNC
Merge Two 2D Arrays by Summing Values	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values/
Move Zeroes	Easy	12	6	3	Two Pointers	https://neetcode.io/problems/move-zeroes/question?list=allNC
Remove Duplicates From Sorted Array	Easy	18	12	7	Two Pointers	https://neetcode.io/problems/remove-duplicates-from-sorted-array/question?list=allNC
Squares of a Sorted Array	Easy	20	10	5	Two Pointers	https://neetcode.io/problems/squares-of-a-sorted-array/question?list=allNC
Assign Cookies	Easy	0	0	0	Two Pointers	https://neetcode.io/problems/assign-cookies/question?list=allNC
Find First Palindromic String in the Array	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/find-first-palindromic-string-in-the-array/
Sort Array by Parity	Easy	0	0	0	Two Pointers	https://neetcode.io/problems/sort-array-by-parity/question?list=allNC
Reverse Words in a String III	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/reverse-words-in-a-string-iii/
Backspace String Compare	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/backspace-string-compare/
Check If Two String Arrays are Equivalent	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/
Apply Operations to an Array	Easy	0	0	0	Two Pointers	https://leetcode.com/problems/apply-operations-to-an-array/
Adding Spaces to a String	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/adding-spaces-to-a-string/
String Compression	Medium	35	20	12	Two Pointers	https://neetcode.io/problems/string-compression/question?list=allNC
Remove Duplicates From Sorted Array II	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/
Partition Array According to Given Pivot	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/partition-array-according-to-given-pivot/
Two Sum II Input Array Is Sorted	Medium	45	35	20	Two Pointers	https://neetcode.io/problems/two-integer-sum-ii/question?list=allNC
3Sum	Medium	55	40	28	Two Pointers	https://neetcode.io/problems/three-integer-sum/question?list=allNC
4Sum	Medium	55	40	28	Two Pointers	https://neetcode.io/problems/4sum/question?list=allNC
Rotate Array	Medium	35	25	18	Two Pointers	https://neetcode.io/problems/rotate-array/question?list=allNC
Container With Most Water	Medium	35	20	15	Two Pointers	https://neetcode.io/problems/max-water-container/question?list=allNC
Number of Subsequences That Satisfy The Given Sum Condition	Medium	0	0	0	Two Pointers	https://neetcode.io/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/question?list=allNC
Array With Elements Not Equal to Average of Neighbors	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors/
Divide Players Into Teams of Equal Skill	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/divide-players-into-teams-of-equal-skill/
Boats to Save People	Medium	40	28	20	Two Pointers	https://neetcode.io/problems/boats-to-save-people/question?list=allNC
K-th Symbol in Grammar	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/k-th-symbol-in-grammar/
Minimum Time To Make Rope Colorful	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
Rearrange Array Elements by Sign	Medium	0	0	0	Two Pointers	https://neetcode.io/problems/rearrange-array-elements-by-sign/question?list=allNC
Bag of Tokens	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/bag-of-tokens/
Minimum Length of String after Deleting Similar Ends	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/
Sentence Similarity III	Medium	0	0	0	Two Pointers	https://leetcode.com/problems/sentence-similarity-iii/
Trapping Rain Water	Hard	60	45	30	Two Pointers	https://neetcode.io/problems/trapping-rain-water/question?list=allNC
Contains Duplicate II	Easy	20	12	8	Sliding Window	https://neetcode.io/problems/contains-duplicate-ii/question?list=allNC
Best Time to Buy And Sell Stock	Easy	20	12	7	Sliding Window	https://neetcode.io/problems/buy-and-sell-crypto/question?list=allNC
Minimum Recolors to Get K Consecutive Black Blocks	Easy	0	0	0	Sliding Window	https://neetcode.io/problems/minimum-recolors-to-get-k-consecutive-black-blocks/question?list=allNC
Minimum Difference Between Highest And Lowest of K Scores	Easy	0	0	0	Sliding Window	https://neetcode.io/problems/minimum-difference-between-highest-and-lowest-of-k-scores/question?list=allNC
Number of Sub Arrays of Size K and Avg Greater than or Equal to Threshold	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/question?list=allNC
Grumpy Bookstore Owner	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/grumpy-bookstore-owner/question?list=allNC
Max Consecutive Ones II	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/max-consecutive-ones-ii/question?list=allNC
Alternating Groups II	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/alternating-groups-ii/
Longest Substring Without Repeating Characters	Medium	40	28	20	Sliding Window	https://neetcode.io/problems/longest-substring-without-duplicates/question?list=allNC
Longest Substring with At Most Two Distinct Characters	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/longest-substring-with-at-most-two-distinct-characters/question?list=allNC
Longest Repeating Character Replacement	Medium	50	35	25	Sliding Window	https://neetcode.io/problems/longest-repeating-substring-with-replacement/question?list=allNC
Permutation In String	Medium	45	35	20	Sliding Window	https://neetcode.io/problems/permutation-string/question?list=allNC
Longest Substring with At Most K Distinct Characters	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/longest-substring-with-at-most-k-distinct-characters/question?list=allNC
Frequency of The Most Frequent Element	Medium	45	28	15	Sliding Window	https://neetcode.io/problems/frequency-of-the-most-frequent-element/question?list=allNC
Fruits into Basket	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/fruit-into-baskets/question?list=allNC
Maximum Number of Vowels in a Substring of Given Length	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/
Minimum Number of Flips to Make The Binary String Alternating	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/
Defuse the Bomb	Easy	0	0	0	Sliding Window	https://leetcode.com/problems/defuse-the-bomb/
Minimum Size Subarray Sum	Medium	40	28	20	Sliding Window	https://neetcode.io/problems/minimum-size-subarray-sum/question?list=allNC
Find K Closest Elements	Medium	40	28	20	Sliding Window	https://neetcode.io/problems/find-k-closest-elements/question?list=allNC
Minimum Operations to Reduce X to Zero	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
Find K-Length Substrings With No Repeated Characters	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/find-k-length-substrings-with-no-repeated-characters/question?list=allNC
Get Equal Substrings Within Budget	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/get-equal-substrings-within-budget/
Number of Substrings Containing All Three Characters	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/
Binary Subarrays with Sum	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/binary-subarrays-with-sum/question?list=allNC
Count Number of Nice Subarrays	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/count-number-of-nice-subarrays/
Subarray Product Less Than K	Medium	30	20	12	Sliding Window	https://neetcode.io/problems/subarray-product-less-than-k/question?list=allNC
Max Consecutive Ones III	Medium	0	0	0	Sliding Window	https://neetcode.io/problems/max-consecutive-ones-iii/question?list=allNC
Find the Power of K-Size Subarrays I	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/
Maximum Sum of Distinct Subarrays With Length K	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/
Length of Longest Subarray With at Most K Frequency	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/
Count Subarrays Where Max Element Appears at Least K Times	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/
Maximum Beauty of an Array After Applying Operation	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/
Take K of Each Character From Left and Right	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/take-k-of-each-character-from-left-and-right/
Count of Substrings Containing Every Vowel and K Consonants II	Medium	0	0	0	Sliding Window	https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii/
Minimum Window Substring	Hard	70	50	38	Sliding Window	https://neetcode.io/problems/minimum-window-with-characters/question?list=allNC
